Colonna X   -   Colonna Y=R(X)
4.8498498   -   0.3416589
4.8648649   -   0.3423915
4.8798799   -   0.3430482
4.8948949   -   0.3436288
4.9099099   -   0.3441327
4.9249249   -   0.3445597
4.9399399   -   0.3449094
4.954955   -   0.3451817
4.96997   -   0.3453763
4.984985   -   0.3454931
5.0   -   0.3455321
5.015015   -   0.3454931
5.03003   -   0.3453763
5.045045   -   0.3451817
5.0600601   -   0.3449094
5.0750751   -   0.3445597
5.0900901   -   0.3441327
5.1051051   -   0.3436288
5.1201201   -   0.3430482
5.1351351   -   0.3423915
5.1501502   -   0.3416589
5.1651652   -   0.3408511
5.1801802   -   0.3399685
5.1951952   -   0.3390118
5.2102102   -   0.3379816
5.2252252   -   0.3368785
5.2402402   -   0.3357033
5.2552553   -   0.3344569
5.2702703   -   0.3331399
5.2852853   -   0.3317533
5.3003003   -   0.330298
5.3153153   -   0.328775
5.3303303   -   0.3271852
5.3453453   -   0.3255297
5.3603604   -   0.3238096
5.3753754   -   0.322026
5.3903904   -   0.32018
5.4054054   -   0.3182728
5.4204204   -   0.3163056
5.4354354   -   0.3142797
5.4504505   -   0.3121965
5.4654655   -   0.3100571
5.4804805   -   0.307863
5.4954955   -   0.3056155
5.5105105   -   0.303316
5.5255255   -   0.3009659
5.5405405   -   0.2985667
5.5555556   -   0.2961199
5.5705706   -   0.293627
5.5855856   -   0.2910894
5.6006006   -   0.2885086
5.6156156   -   0.2858863
5.6306306   -   0.283224
5.6456456   -   0.2805232
5.6606607   -   0.2777855
5.6756757   -   0.2750125
5.6906907   -   0.2722059
5.7057057   -   0.2693671
5.7207207   -   0.2664979
5.7357357   -   0.2635998
5.7507508   -   0.2606744
5.7657658   -   0.2577234
5.7807808   -   0.2547484
5.7957958   -   0.2517509
5.8108108   -   0.2487326
5.8258258   -   0.2456951
5.8408408   -   0.24264
5.8558559   -   0.2395689
5.8708709   -   0.2364833
5.8858859   -   0.2333848
5.9009009   -   0.230275
5.9159159   -   0.2271554
5.9309309   -   0.2240276
5.9459459   -   0.2208931
5.960961   -   0.2177532
5.975976   -   0.2146097
5.990991   -   0.2114638
6.006006   -   0.2083171
6.021021   -   0.205171
6.036036   -   0.2020268
6.0510511   -   0.1988859
6.0660661   -   0.1957498
6.0810811   -   0.1926196
6.0960961   -   0.1894968
6.1111111   -   0.1863826
6.1261261   -   0.1832783
6.1411411   -   0.180185
6.1561562   -   0.177104
6.1711712   -   0.1740364
6.1861862   -   0.1709834
6.2012012   -   0.1679461
6.2162162   -   0.1649256
6.2312312   -   0.1619229
6.2462462   -   0.158939
6.2612613   -   0.155975
6.2762763   -   0.1530317
6.2912913   -   0.1501101
6.3063063   -   0.1472111
6.3213213   -   0.1443355
6.3363363   -   0.1414842
6.3513514   -   0.138658
6.3663664   -   0.1358576
6.3813814   -   0.1330837
6.3963964   -   0.1303371
6.4114114   -   0.1276184
6.4264264   -   0.1249282
6.4414414   -   0.1222672
6.4564565   -   0.1196359
6.4714715   -   0.1170348
6.4864865   -   0.1144645
6.5015015   -   0.1119254
6.5165165   -   0.1094179
6.5315315   -   0.1069425
6.5465465   -   0.1044995
6.5615616   -   0.1020893
6.5765766   -   0.0997123
6.5915916   -   0.0973686
6.6066066   -   0.0950586
6.6216216   -   0.0927824
6.6366366   -   0.0905404
6.6516517   -   0.0883326
6.6666667   -   0.0861592
6.6816817   -   0.0840203
6.6966967   -   0.0819161
6.7117117   -   0.0798466
6.7267267   -   0.0778118
6.7417417   -   0.0758118
6.7567568   -   0.0738465
6.7717718   -   0.0719159
6.7867868   -   0.0700201
6.8018018   -   0.0681588
6.8168168   -   0.0663321
6.8318318   -   0.0645398
6.8468468   -   0.0627817
6.8618619   -   0.0610578
6.8768769   -   0.0593678
6.8918919   -   0.0577116
6.9069069   -   0.0560889
6.9219219   -   0.0544996
6.9369369   -   0.0529434
6.951952   -   0.05142
6.966967   -   0.0499292
6.981982   -   0.0484707
6.996997   -   0.0470442
7.012012   -   0.0456493
7.027027   -   0.0442859
7.042042   -   0.0429535
7.0570571   -   0.0416518
7.0720721   -   0.0403804
7.0870871   -   0.039139
7.1021021   -   0.0379272
7.1171171   -   0.0367447
7.1321321   -   0.035591
7.1471471   -   0.0344657
7.1621622   -   0.0333685
7.1771772   -   0.032299
7.1921922   -   0.0312567
7.2072072   -   0.0302412
7.2222222   -   0.0292521
7.2372372   -   0.0282889
7.2522523   -   0.0273513
7.2672673   -   0.0264389
7.2822823   -   0.0255511
7.2972973   -   0.0246875
7.3123123   -   0.0238478
7.3273273   -   0.0230314
7.3423423   -   0.022238
7.3573574   -   0.021467
7.3723724   -   0.0207182
7.3873874   -   0.0199909
7.4024024   -   0.0192848
7.4174174   -   0.0185995
7.4324324   -   0.0179344
7.4474474   -   0.0172893
7.4624625   -   0.0166636
7.4774775   -   0.0160569
7.4924925   -   0.0154688
7.5075075   -   0.0148989
7.5225225   -   0.0143468
7.5375375   -   0.013812
7.5525526   -   0.0132941
7.5675676   -   0.0127928
7.5825826   -   0.0123076
7.5975976   -   0.0118382
7.6126126   -   0.011384
7.6276276   -   0.0109449
7.6426426   -   0.0105203
7.6576577   -   0.0101099
7.6726727   -   0.0097133
7.6876877   -   0.0093302
7.7027027   -   0.0089601
7.7177177   -   0.0086028
7.7327327   -   0.0082579
7.7477477   -   0.007925
7.7627628   -   0.0076039
7.7777778   -   0.0072941
7.7927928   -   0.0069953
7.8078078   -   0.0067073
7.8228228   -   0.0064297
7.8378378   -   0.0061621
7.8528529   -   0.0059044
7.8678679   -   0.0056562
7.8828829   -   0.0054172
7.8978979   -   0.0051871
7.9129129   -   0.0049657
7.9279279   -   0.0047527
7.9429429   -   0.0045477
7.957958   -   0.0043507
7.972973   -   0.0041612
7.987988   -   0.0039791
8.003003   -   0.0038041
8.018018   -   0.0036359
8.033033   -   0.0034745
8.048048   -   0.0033194
8.0630631   -   0.0031706
8.0780781   -   0.0030277
8.0930931   -   0.0028906
8.1081081   -   0.0027591
8.1231231   -   0.002633
8.1381381   -   0.0025121
8.1531532   -   0.0023962
8.1681682   -   0.0022852
8.1831832   -   0.0021788
8.1981982   -   0.0020768
8.2132132   -   0.0019792
8.2282282   -   0.0018858
8.2432432   -   0.0017964
8.2582583   -   0.0017108
8.2732733   -   0.0016289
8.2882883   -   0.0015506
8.3033033   -   0.0014758
8.3183183   -   0.0014042
8.3333333   -   0.0013358
8.3483483   -   0.0012704
8.3633634   -   0.001208
8.3783784   -   0.0011484
8.3933934   -   0.0010915
8.4084084   -   0.0010371
8.4234234   -   0.0009853
8.4384384   -   0.0009358
8.4534535   -   0.0008886
8.4684685   -   0.0008436
8.4834835   -   0.0008007
8.4984985   -   0.0007598
8.5135135   -   0.0007209
8.5285285   -   0.0006837
8.5435435   -   0.0006484
8.5585586   -   0.0006147
8.5735736   -   0.0005827
8.5885886   -   0.0005522
8.6036036   -   0.0005231
8.6186186   -   0.0004955
8.6336336   -   0.0004693
8.6486486   -   0.0004443
8.6636637   -   0.0004206
8.6786787   -   0.000398
8.6936937   -   0.0003766
8.7087087   -   0.0003562
8.7237237   -   0.0003369
8.7387387   -   0.0003185
8.7537538   -   0.0003011
8.7687688   -   0.0002846
8.7837838   -   0.0002689
8.7987988   -   0.000254
8.8138138   -   0.0002399
8.8288288   -   0.0002265
8.8438438   -   0.0002138
8.8588589   -   0.0002018
8.8738739   -   0.0001905
8.8888889   -   0.0001797
8.9039039   -   0.0001695
8.9189189   -   0.0001598
8.9339339   -   0.0001506
8.9489489   -   0.000142
8.963964   -   0.0001338
8.978979   -   0.0001261
8.993994   -   0.0001187
9.009009   -   0.0001118
9.024024   -   0.0001053
9.039039   -   9.91e-05
9.0540541   -   9.32e-05
9.0690691   -   8.77e-05
9.0840841   -   8.25e-05
9.0990991   -   7.76e-05
9.1141141   -   7.3e-05
9.1291291   -   6.86e-05
9.1441441   -   6.44e-05
9.1591592   -   6.06e-05
9.1741742   -   5.69e-05
9.1891892   -   5.34e-05
9.2042042   -   5.02e-05
9.2192192   -   4.71e-05
9.2342342   -   4.42e-05
9.2492492   -   4.15e-05
9.2642643   -   3.89e-05
9.2792793   -   3.65e-05
9.2942943   -   3.42e-05
9.3093093   -   3.21e-05
9.3243243   -   3.01e-05
9.3393393   -   2.82e-05
9.3543544   -   2.64e-05
9.3693694   -   2.47e-05
9.3843844   -   2.31e-05
9.3993994   -   2.17e-05
9.4144144   -   2.03e-05
9.4294294   -   1.9e-05
9.4444444   -   1.77e-05
9.4594595   -   1.66e-05
9.4744745   -   1.55e-05
9.4894895   -   1.45e-05
9.5045045   -   1.36e-05
9.5195195   -   1.27e-05
9.5345345   -   1.18e-05
9.5495495   -   1.11e-05
9.5645646   -   1.03e-05
9.5795796   -   9.6e-06
9.5945946   -   9e-06
9.6096096   -   8.4e-06
9.6246246   -   7.8e-06
9.6396396   -   7.3e-06
9.6546547   -   6.8e-06
9.6696697   -   6.4e-06
9.6846847   -   5.9e-06
